70,170
50,487
82,434
10,281
91,118
73,80
39,21
55,146
90,314
73,102
11,26
63,118
46,88
47,346
91,402
70,73
35,118
52,476
87,75
26,478
15,414
86,389
28,301
59,461
48,452
24,322
62,401
17,109
55,288
0,216
29,325
23,201
90,288
73,115
45,439
72,50
58,23
5,134
92,49
15,15
56,498
79,201
97,495
71,380
21,451
14,323
80,385
57,383
93,257
8,415
67,12
0,268
44,339
86,105
9,342
20,273
5,356
41,85
58,466
91,164
76,188
33,209
90,38
81,329
35,15
90,137
91,297
42,139
38,101
93,481
29,257
94,6
19,315
85,234
25,341
20,387
53,261
19,109
34,161
92,285
33,369
83,81
69,479
92,157
4,402
4,128
88,394
78,269
96,159
40,94
66,342
84,69
41,312
22,490
10,194
33,478
84,175
53,397
65,14
76,128
55,200
14,221
95,345
43,316
56,61
41,275
78,340
66,459
36,417
85,117
93,174
58,231
97,189
10,68
68,491
1,44
91,429
29,341
30,492
12,45
16,26
19,195
32,496
37,49
70,92
74,246
77,289
74,265
82,491
57,263
70,443
63,446
77,80
3,265
85,146
43,84
83,145
20,218
51,284
58,61
97,111
88,18
26,196
24,296
14,151
77,30
41,366
10,241
77,47
0,97
57,196
75,407
82,8
3,477
98,110
33,321
56,149
58,197
88,388
82,474
25,272
16,310
36,472
21,375
59,472
69,93
79,391
62,263
47,435
10,68
1,488
67,339
64,218
57,497
56,136
50,101
66,396
68,296
20,14
64,352
26,224
53,35
63,147
55,25
81,150
8,97
86,190
39,283
29,173
9,496
14,277
67,12
3,442
80,156
93,380
20,237
19,70
75,81
46,492
84,425
9,446
51,405
28,85
57,139
0,168
8,113
79,165
15,433
81,27
87,126
61,296
32,89
42,144
69,311
63,116
7,343
75,67
78,481
96,257
85,21
50,89
83,446
20,415
1,188
99,427
27,311
2,460
99,414
0,189
97,7
64,490
48,410
52,158
71,345
71,351
96,472
95,404
63,474
36,323
28,254
74,344
98,168
43,327
47,236
45,191
23,138
34,67
8,159
32,160
1,362
46,475
95,194
16,129
53,387
4,107
1,53
51,306
3,429
15,448
38,296
6,29
44,120
8,159
43,101
36,284
42,332
80,393
0,314
16,30
48,57
22,387
72,270
90,448
40,397
35,233
83,402
95,217
68,399
10,212
90,295
97,132
29,480
30,443
15,295
17,446
7,104
72,467
59,13
99,449
65,68
28,368
65,175
89,258
28,198
39,50
44,467
79,348
96,478
93,413
26,306
39,254
63,333
49,471
81,97
72,147
47,219
9,148
6,437
8,66
47,39
81,336
24,215
58,404
22,466
37,199
59,350
47,102
59,137
15,417
95,406
60,224
1,297
20,132
37,205
98,228
15,104
87,120
44,375
34,181
53,383
55,137
44,274
84,12
87,250
57,345
28,12
37,144
62,289
41,169
39,387
84,234
48,9
51,354
87,120
70,480
55,346
99,465
41,472
0,435
84,24
42,472
28,152
42,460
19,448
80,275
8,363
71,183
48,495
74,403
99,250
0,176
64,243
22,218
16,220
11,96
8,409
75,273
36,7
88,496
44,314
27,16
46,379
55,377
92,285
82,290
58,182
17,3
70,235
84,465
27,226
2,291
27,47
72,153
27,224
64,201
